UTM LinePoints 1 Points:
467.829698782,175.533657700
474.647752241,167.367764988
489.682493984,149.695636725
UTM LinePoints 45 Points:
489.682493984,149.695636725
504.424719889,132.367437527
512.539256073,123.177993126
UTM LinePoints 46 Points:
548.886899189,266.761527194
510.679085806,233.607099129
UTM LinePoints 47 Points:
548.886899191,266.761527196
509.353900718,312.562936547
UTM LinePoints 48 Points:
606.866490481,199.589860615
548.886899191,266.761527196
UTM LinePoints 49 Points:
510.679085801,233.607099123
508.878661091,235.707793739
470.814175368,279.189829640
UTM LinePoints 50 Points:
568.650982668,165.969413007
562.393719041,173.268263510
510.679085801,233.607099123
UTM LinePoints 51 Points:
648.776850914,40.080055047
664.251320879,26.691476487
671.371306599,20.134666200
UTM LinePoints 52 Points:
512.539256073,123.177993126
520.000419386,114.728496908
546.576087583,83.510523113
575.191580738,49.736883502
584.985854669,38.464056513
UTM LinePoints 53 Points:
671.371306599,20.134666200
671.825269977,19.716610875
676.011028642,15.614450826
678.884455252,14.397665282
681.591430582,14.239067871
688.280670240,14.866882680
693.796199955,14.581716098
699.480529581,13.469464513
UTM LinePoints 54 Points:
617.674118104,47.760369121
631.162010179,59.385743737
UTM LinePoints 55 Points:
598.383398927,32.234676518
602.131246493,34.363856444
617.674118104,47.760369121
UTM LinePoints 56 Points:
584.985854663,38.464056521
587.922293441,35.084338294
590.735685256,32.943627222
594.318784625,31.798435060
598.383398927,32.234676518
UTM LinePoints 57 Points:
631.162010179,59.385743737
636.208840314,52.125624309
641.014937145,46.795722297
648.776850914,40.080055047
UTM LinePoints 58 Points:
379.887108330,484.704269811
368.934208192,475.253432060
UTM LinePoints 59 Points:
177.067702397,626.296876992
157.666404302,649.213514786
128.653134951,683.309508892
102.562734839,714.101437225
76.391548443,744.894248697
53.982173574,771.265287729
UTM LinePoints 60 Points:
305.441587351,571.797989633
332.972478003,631.981004672
UTM LinePoints 61 Points:
347.334061385,522.787724584
305.441587343,571.797989616
UTM LinePoints 62 Points:
305.441587343,571.797989616
286.609081375,593.830518466
285.811016793,594.470898042
285.276038433,594.653838452
284.426927396,594.788984917
283.556382220,594.808121081
282.807485314,594.841908058
281.756759677,595.063564365
280.563806487,595.800262513
261.034852639,615.623409310
257.651565934,619.037714412
253.076511028,624.724793063
239.587450677,641.107521481
224.580735156,658.481220222
223.572133043,658.860952540
222.068953330,658.400310878
192.075509415,632.281902881
191.019390357,631.975344148
190.159673618,632.228146583
188.660332568,634.124919071
187.782595757,634.925989117
186.727246290,634.991860253
185.877288973,634.251401841
177.067702399,626.296876999
UTM LinePoints 63 Points:
332.972478003,631.981004672
368.804654525,589.164995272
UTM LinePoints 64 Points:
297.181389963,673.084802933
281.782961010,690.769100041
UTM LinePoints 65 Points:
332.972478003,631.981004672
297.181389963,673.084802933
UTM LinePoints 66 Points:
393.042316785,562.025588642
432.952424603,596.616218709
UTM LinePoints 67 Points:
347.334061394,522.787724598
393.042316798,562.025588649
UTM LinePoints 68 Points:
379.887108334,484.704269803
347.334061385,522.787724584
UTM LinePoints 69 Points:
566.743302746,511.044690959
585.676423730,527.351268145
UTM LinePoints 70 Points:
585.676423727,527.351268150
589.179736961,532.344392933
593.035722849,536.303210016
629.665958765,567.824785776
UTM LinePoints 71 Points:
585.676423727,527.351268150
732.419148275,356.315094957
UTM LinePoints 72 Points:
732.419148275,356.315094957
836.458500812,235.057655982
841.062304418,229.749643913
847.415905838,222.258576360
852.544688749,216.298293905
857.247547685,210.771406550
862.501225351,204.644821262
867.228739219,199.051663253
870.278172899,195.224840511
872.699860144,191.899418789
874.289977031,188.945321511
875.572354498,185.598025789
876.425120822,182.320966492
877.151899480,176.601854246
877.870319427,170.057389714
UTM LinePoints 73 Points:
629.665958765,567.824785777
628.173418710,572.630262619
626.442861228,575.903851667
571.879429751,639.542014703
571.488583188,640.932581808
571.678844338,642.218394076
572.626370907,643.298670608
581.919883614,651.164674217
582.640295137,652.313215082
582.732674306,653.930162189
577.324190068,670.853572302
UTM LinePoints 74 Points:
585.676423727,527.351268150
513.748746971,616.119187783
UTM LinePoints 75 Points:
513.748746969,616.119187790
473.876558518,581.792456564
UTM LinePoints 76 Points:
577.324190074,670.853572302
513.748746969,616.119187790
UTM LinePoints 77 Points:
191.617026420,609.166200890
184.997472306,616.930355811
177.067702397,626.296876992
UTM LinePoints 78 Points:
699.480529581,13.469464513
877.870319427,170.057389714
UTM LinePoints 79 Points:
477.035170632,568.400904524
473.876558518,581.792456564
UTM LinePoints 80 Points:
281.782961010,690.769100041
151.175349450,838.212193370
53.982173574,771.265287729
